better-fatter,16.792606792959912
over-hot,9.913727087843418
most!dreadful,10.563919987930673
ashappy,5.781309798987345
very-worse,14.309054844225834
sowise,7.902835337329695
quite@full,6.278809573906488
very@short,5.730708177069981
where@quick,13.670875760415239
where@good,8.831017704279985
nomore,4.383417696663979
so!happy,5.489374366409044
where.washerwomen,9.882177594350445
perfectly.large,10.94174263567818
so-full,5.756724907784715
wholly!open,16.792606792959912
soon!plural,14.947842489417662
so-white,4.762151988802221
remarkably@square,6.593819685785397
ladye.fair,7.456946079985144
solong,4.637871396688131
so@heavy,12.957600055278972
pretty!full,10.78495273786305
very!tail,9.08693063607768
very.slingsby,14.258387146410819
extremely.hungry,10.2566403431011
so.neat,4.588123314376041
already!blue,11.944657945712251
so-long,4.637871396688131
very!long,6.143325211471563
no@more,4.383417696663979
still-torn,8.96679995769034
gradually!stupid,16.792606792959912
so@much,5.16733036746142
too-welcome,14.362524669012169
veryyellow,9.632973433387564
farlong,9.576620498017936
once!more,5.052494660616315
so!bright,4.827648563975448
scarcely@human,8.18749654840858
nearer@fine,12.167197077545458
where!other,6.25153240839645
wherepainful,13.425220562359835
upsidownia.dear,12.074099963345317
too-fine,9.737114953597716
most@dreadful,10.563919987930673
as-clear,5.109383522021343
so!late,7.990510853371249
scarcelyfrill,11.859875686189136
so@fine,5.430998592079901
too@gay,5.166483034097875
much-ill,14.955496205565431
so@nice,5.439524322134733
very.sleek,14.063399646170431
neverdainty,17.082191948533826
ladye.fair,7.456946079985144
no-more,4.383417696663979
very-crimson,14.063399646170431
much@wrong,9.752136543205863
wholly.devoid,12.300493066272468
no!less,6.163713329026609
most-interesting,6.185377779728202
so!idle,10.056408307494353
wildly@silvery,16.85682181894071
also!able,11.768266417941689
cheerfully.high,12.074098413217923
very!bad,6.328279644417047
very-bad,6.328279644417047
quiteobliged,14.792893059485658
so@shiny,9.697681623485357
most.interesting,6.185377779728202
elsestupid,16.792606792959912
so.pretty,5.3673599611201865
horribly-bored,12.054854746877265
soslender,10.251395807734738
rather!uncertain,5.224013618094891
purelygay,11.619607175581214
too!dark,9.718506924532536
rather-apt,14.52274697948547
so-shiny,9.697681623485357
exceedingly@wide,6.847767173947798
completely!umber,11.647407485684406
so-less,8.798794345045282
suddenly.fat,12.223834747084096
most-dreadful,10.563919987930673
most.eminent,5.657073825407111
most@fearful,11.118117326051234
verynumerous,10.65860130678222
as@happy,5.781309798987345
in@more,8.26708556932684
verylong,6.143325211471563
faintly!placid,16.987594293200296
too!upset,9.429793562241395
mostunpleasant,10.923129825810848
partially.obscure,11.526550792556172
i’d!thin,9.544649489552851
horribly@calcutta,11.500554397229472
course.familiar,12.370030379465652
too!fat,6.129920443480934
